1,158.47058
10,119.588234
100,41.411766
101,70.82353
102,162.64706
103,183.11765
104,178.29411
105,196.70589
106,147.64706
107,130.94118
108,130.58824
109,199.88235
110,174.05882
111,89.117645
112,85.52941
113,231.64706
114,209.94118
115,192.29411
120,168.82353
121,2.4705882
122,110.882355
123,40.64706
13,237.17647
14,341.47058
17,111.52941
18,268.2353
19,204.52942
20,109.17647
22,11.470589
23,102.52941
24,106.0
25,103.64706
26,72.47059
28,97.35294
30,85.17647
32,128.29411
33,96.588234
34,128.82353
40,189.52942
41,151.41176
42,134.47058
43,255.52942
44,227.05882
45,148.88235
46,170.29411
47,215.41176
48,162.52942
49,175.47058
5,108.64706
50,102.23529
52,231.88235
6,168.23529
60,146.11765
61,114.76471
62,128.88235
63,137.52942
66,130.17647
67,239.94118
68,95.94118
69,104.17647
7,78.588234
70,216.64706
71,159.11765
72,125.82353
73,232.70589
75,348.82352
76,62.588234
77,152.35294
78,84.117645
79,196.23529
81,157.05882
83,187.17647
84,106.23529
88,119.117645
9,150.76471
90,168.47058
94,89.882355
