1,14060
10,10479
100,4976
101,9874
102,13327
103,16777
104,21179
105,31001
106,18383
107,6851
108,14740
109,27373
110,13403
111,11948
112,9641
113,9841
114,17721
115,11426
120,10127
121,17962
122,23875
123,14292
13,3119
14,2101
17,14260
18,11806
19,8989
20,10123
22,0
23,7595
24,5767
25,2633
26,6950
28,0
30,4662
32,2991
33,10010
34,10690
40,4408
41,5182
42,6799
43,15478
44,3743
45,7753
46,9115
47,8227
48,3895
49,12814
5,0
50,6186
52,17301
6,11030
60,2451
61,15373
62,15294
63,15953
66,16447
67,14662
68,18918
69,7359
7,7511
70,7468
71,4391
72,10116
73,5063
75,19106
76,4530
77,4996
78,14691
79,11242
81,13638
83,4622
84,6825
88,3942
9,13144
90,17451
94,5405
