1,157.6086957
10,168.4032258
100,124.66
101,28.7
102,75.49416667
103,0
104,62.17333333
105,0
106,53.91666667
107,62.16
108,61.49
109,67.0775
110,84.78333333
111,72.1
112,60.24375
113,0
114,86
115,58.89814815
120,44.14285714
121,41.79166667
122,36.7
123,0
13,174.4805195
14,149.4307692
17,173.66
18,189.630137
19,166.3956044
20,0
22,0
23,117.3705882
24,145.6192982
25,0
26,122.3333333
28,105.9872727
30,0
32,182.75
33,68
34,82.5
40,0
41,39.525
42,0
43,36.85454545
44,66
45,51.6
46,0
47,55
48,89
49,28.6275
5,153.9836066
50,55.94615385
52,47.96
6,140.2418478
60,91.36125
61,90.61176471
62,70.94666667
63,114
66,96.73043478
67,50.72545455
68,73.54545455
69,71.46
7,139.3703704
70,88.75555556
71,0
72,103.3666667
73,49.78
75,30.2
76,90.21052632
77,68.54516129
78,80.03030303
79,91.7516129
81,0
83,62
84,112.8766667
88,83.64
9,136.825
90,80.78988636
94,80.88888889
