1,14938
10,12003
100,6038
101,11388
102,17006
103,18362
104,24885
105,31749
106,22197
107,7985
108,16693
109,34543
110,15854
111,14451
112,13196
113,10292
114,19828
115,13060
120,10620
121,18175
122,25891
123,15902
13,3482
14,2386
17,15132
18,12730
19,9941
20,11985
22,0
23,10578
24,7484
25,3504
26,9249
28,0
30,6043
32,4236
33,13340
34,14418
40,6159
41,7012
42,9756
43,19155
44,6304
45,8278
46,13768
47,10323
48,5763
49,15455
5,0
50,8551
52,24474
6,11107
60,3061
61,19434
62,16104
63,18409
66,16558
67,17405
68,20154
69,9070
7,10045
70,9365
71,5363
72,12257
73,6774
75,22409
76,4984
77,6649
78,16538
79,14781
81,16136
83,5832
84,7789
88,4413
9,16216
90,19392
94,5161
