1,159.9805825
10,180.8468354
100,82.01111111
101,64.3
102,60.74
103,111.5
104,66.12941176
105,0
106,51.01428571
107,74
108,85.91315789
109,70.50181818
110,92.5
111,68.82727273
112,58.92051282
113,0
114,83.71904762
115,55.73709677
120,43.35714286
121,36.74166667
122,38.56666667
123,0
13,189.2947368
14,141.2
17,192.9807692
18,194.0789474
19,186.5979381
20,0
22,0
23,133.1153846
24,149.5078534
25,0
26,135.6666667
28,117.6142857
30,0
32,98.04545455
33,72.82857143
34,90
40,158
41,75.63076923
42,0
43,33.63636364
44,94
45,59.775
46,52
47,43.05
48,65.5
49,36.552
5,155.3287671
50,60
52,46.41666667
6,149.5416667
60,73.47181818
61,80.75789474
62,71.155
63,136
66,75.80363636
67,69.81111111
68,69.73333333
69,54.4
7,149.9666667
70,87.97333333
71,50
72,92.83913043
73,43.06666667
75,38.245
76,83.45454545
77,71.08613636
78,79.11836735
79,92.28085106
81,0
83,84.25
84,101.9
88,77.136
9,146.2954545
90,80.45816993
94,86.05
