1,156.46875
10,186.8309859
100,77.8
101,61.9
102,64.53571429
103,113
104,66.14375
105,0
106,52.27142857
107,64.38333333
108,85.23103448
109,70.83092784
110,86.125
111,65.7
112,60.05833333
113,0
114,81.375
115,60.15423729
120,42.1
121,36.725
122,38.56666667
123,0
13,183.9751136
14,146.65
17,188.2
18,194.0422535
19,180.4444444
20,0
22,0
23,131.4736842
24,155.0965909
25,0
26,142.3333333
28,120.2586207
30,0
32,104.5111111
33,70.2
34,90.2
40,0
41,39.4
42,0
43,35.90909091
44,51
45,54.05714286
46,0
47,49.45
48,80
49,39.675
5,154.3934426
50,62.27333333
52,44.33333333
6,149
60,80.07928571
61,84.9875
62,64.85
63,101
66,77.9326087
67,54.17272727
68,62.91111111
69,54.4
7,152.6785714
70,82.47142857
71,0
72,88.14285714
73,45.6
75,30.876
76,86.76190476
77,65.32758621
78,81.2
79,93.86470588
81,0
83,72
84,111.5666667
88,86.64736842
9,147.195122
90,78.53302752
94,76.50833333
