1,171.8792029
10,215.9493182
100,113.604
101,74.885
102,64.01777778
103,105.565
104,65.24222222
105,0
106,52.88285714
107,84.57818182
108,91.11651163
109,79.73586957
110,94.20705882
111,70.50727273
112,65.10644444
113,0
114,93.07354839
115,63.72302632
120,42.93833333
121,40.841
122,47.6
123,33.74
13,208.6654386
14,123.2952778
17,211.0475
18,207.4625
19,210.1907282
20,0
22,0
23,139.9397222
24,170.8670952
25,0
26,88.34666667
28,102.7910638
30,0
32,79.25666667
33,64.37
34,93.50833333
40,30.96
41,44.2125
42,0
43,40.72125
44,61.82
45,50.326
46,56.45
47,42.46
48,72.33333333
49,28.856
5,174.8232979
50,55.255
52,52.62571429
6,171.5935897
60,77.37735294
61,80.17482759
62,73.7825
63,95.9
66,62.60790698
67,59.48647059
68,67.359
69,51.994
7,173.562619
70,76.48
71,46.27
72,78.47066667
73,38.46454545
75,36.99166667
76,94.30892857
77,69.85428571
78,91.34052632
79,82.03338235
81,0
83,74.98428571
84,104.1880435
88,81.89655172
9,179.0902
90,81.83356322
94,85.5945
